مسار الملف,القسم,نوع العمل,الحالة,المرحلة,النطاق/الملاحظة,مجلد التقرير
rathena-master/npc/guild2/agit_start_se.txt,حرب الإمبريوم الثانية,مراجعة تقنية وبنيوية عميقة,مكتمل,158,مراجعة كاملة لسكربت التشغيل التلقائي لحرب الإمبريوم الثانية. الملف تقني ولا يحتوي على حوار أو أسماء عرض للاعب. ثبت تطابق النسخة المحلية والمرجع الإنجليزي والسكربت الرسمي ثنائيا، وحُفظت أحداث الساعة الخمسة وحدث التهيئة OnAgitInit2، وشروط أيام الثلاثاء والخميس والسبت والساعات، وأوامر agitcheck2 وAgitStart2 وAgitEnd2 والاسم الداخلي Agit2_Event دون تغيير. لم تكن هناك حاجة إلى أي تعديل.,المرحلة_158
rathena-master/npc/guild2/arug_cas01.txt,حرب الإمبريوم الثانية,مراجعة حوارية وتقنية عميقة,مكتمل,159,مراجعة كاملة لملف قلعة ماردول في حرب الإمبريوم الثانية. وُحد اسم Steward إلى المشرف مع القالب المركزي وملف الملاحة، وعُرّب اسم العرض لأول علم ربط إلى ماردول، ووُحد اسم القلعة في ملف معلومات الخريطة وملاحة الخرائط مع agitconfig وNavi_Data وأعلام القلعة. حُفظت جميع الأسماء الفريدة بعد :: وأهداف duplicate() ووسائط LinkFlag وReturnFlag والأحداث والخرائط والإحداثيات والمعرفات والمنطق دون تغيير.,المرحلة_159
rathena-master/npc/guild2/arug_cas02.txt,حرب الإمبريوم الثانية,مراجعة حوارية وتقنية عميقة,مكتمل,160,مراجعة كاملة لملف قلعة سير في حرب الإمبريوم الثانية. وُحد اسم Steward إلى المشرف مع القالب المركزي وملف الملاحة، وعُرّبت أسماء العرض لعلمي الربط وعلم العودة إلى سير مع إبقاء الأسماء الفريدة بعد :: دون تغيير، كما عُرّب علم القلعة الخارجي مع حفظ الاسم الفريد Cyr. وُحد اسم القلعة في ملف معلومات الخريطة وملاحة الخرائط مع agitconfig وNavi_Data. حُفظت أهداف duplicate() ووسائط LinkFlag وReturnFlag والأحداث والخرائط والإحداثيات والمعرفات والمنطق دون تغيير.,المرحلة_160
rathena-master/npc/guild2/arug_cas03.txt,حرب الإمبريوم الثانية,مراجعة حوارية وتقنية عميقة,مكتمل,161,مراجعة كاملة لملف قلعة هورن. وُحد اسم Steward إلى المشرف مع القالب المركزي وملف الملاحة، وعُرّب اسم العرض لأول علم ربط إلى هورن، ووُحد اسم القلعة في ملف معلومات الخريطة وملاحة الخرائط مع agitconfig وNavi_Data وعلم القلعة الخارجي. حُفظت جميع الأسماء الفريدة بعد :: وأهداف duplicate() ووسائط LinkFlag وReturnFlag والأحداث والخرائط والإحداثيات والمعرفات والمنطق دون تغيير.,المرحلة_161
rathena-master/npc/guild2/arug_cas04.txt,حرب الإمبريوم الثانية,مراجعة حوارية وتقنية عميقة,مكتمل,162,مراجعة كاملة لملف قلعة غيفن. وُحد اسم Steward إلى المشرف مع القالب المركزي وملف الملاحة، وعُرّبت أسماء العرض لعلمي الربط وعلمي العودة إلى غيفن مع إبقاء الأسماء الفريدة بعد :: دون تغيير، كما عُرّب علم القلعة الخارجي إلى غيفن::Gefn للمحافظة على الاسم الفريد Gefn. وُحد اسم القلعة في ملف معلومات الخريطة وملاحة الخرائط مع agitconfig. حُفظت أهداف duplicate() ووسائط LinkFlag وReturnFlag والأحداث والخرائط والإحداثيات والمعرفات والمنطق دون تغيير.,المرحلة_162
rathena-master/npc/guild2/arug_cas05.txt,حرب الإمبريوم الثانية,مراجعة حوارية وتقنية عميقة,مكتمل,163,مراجعة كاملة لملف قلعة باناديس. وُحد اسم Steward إلى المشرف مع القالب المركزي وملف الملاحة، وعُرّبت أسماء العرض لعلمي الربط وعلمي العودة إلى باناديس مع إبقاء الأسماء الفريدة بعد :: دون تغيير، كما عُرّب علم القلعة الخارجي إلى باناديس::Banadis للمحافظة على الاسم الفريد Banadis. وُحد اسم القلعة في ملف معلومات الخريطة وملاحة الخرائط وإعداد القلاع. حُفظت أهداف duplicate() ووسائط LinkFlag وReturnFlag والأحداث والخرائط والإحداثيات والمعرفات والمنطق دون تغيير.,المرحلة_163
rathena-master/npc/guild2/guild_flags.txt,حرب الإمبريوم الثانية,مراجعة حوارية وتقنية عميقة,مكتمل,164,مراجعة كاملة لملف أعلام قلاع حرب الإمبريوم الثانية في يونو وراشيل. عُرّب اسم العرض الوحيد المتبقي Viblainn إلى فيدبلاين مع إضافة ::Viblainn للحفاظ على الاسم الداخلي والأحداث، وصُحح الاسم في إعداد القلاع من فيبلاين إلى فيدبلاين ليتطابق مع Navi_Data وملفات الخريطة والملاحة. حُفظت مواقع الأعلام والاتجاهات والرسومات وأحداث OnAgitInit2 وOnRecvCastle واستدعاءات FlagEmblem وGetCastleData دون تغيير.,المرحلة_164
rathena-master/npc/guild2/schg_cas01.txt,حرب الإمبريوم الثانية,مراجعة حوارية وتقنية عميقة,مكتمل,165,مراجعة كاملة لملف قلعة هيمين. وُحد اسم Steward إلى المشرف مع القالب المركزي وملف الملاحة، وعُرّب اسم العرض لأول علم ربط إلى هيمين، ووُحد اسم القلعة في ملف معلومات الخريطة وملاحة الخرائط مع علم القلعة وإعداد القلاع وقاموس Navi_Data. حُفظت جميع الأسماء الفريدة بعد :: وأهداف duplicate() ووسائط LinkFlag وReturnFlag والأحداث والخرائط والإحداثيات والمعرفات والمنطق دون تغيير.,المرحلة_165
rathena-master/npc/guild2/schg_cas02.txt,حرب الإمبريوم الثانية,مراجعة حوارية وتقنية عميقة,مكتمل,166,مراجعة كاملة لملف قلعة أندلانغر. وُحد اسم Steward إلى المشرف مع القالب المركزي وملف الملاحة، وعُرّب اسم العرض لأول علم ربط إلى أندلانغر، ووُحد اسم القلعة في ملف معلومات الخريطة وملاحة الخرائط مع علم القلعة وإعداد القلاع وقاموس Navi_Data. حُفظت جميع الأسماء الفريدة بعد :: وأهداف duplicate() ووسائط LinkFlag وReturnFlag والأحداث والخرائط والإحداثيات والمعرفات والمنطق دون تغيير.,المرحلة_166
rathena-master/npc/guild2/schg_cas03.txt,حرب الإمبريوم الثانية,مراجعة حوارية وتقنية عميقة,مكتمل,167,مراجعة كاملة لملف قلعة فيدبلاين. وُحد اسم Steward إلى المشرف مع القالب المركزي وملف الملاحة، وعُرّب اسم العرض لأول علم ربط إلى فيدبلاين، كما عُرّب علم العودة الأخير مع الحفاظ على الاسم الداخلي التاريخي Bidblind#flag_sc03_2. وُحد اسم القلعة في ملف معلومات الخريطة وملاحة الخرائط مع علم القلعة وإعداد القلاع وقاموس Navi_Data. حُفظت جميع الأسماء الفريدة الفعلية وأهداف duplicate() ووسائط LinkFlag وReturnFlag والأحداث والخرائط والإحداثيات والمعرفات والمنطق دون تغيير.,المرحلة_167
rathena-master/npc/guild2/schg_cas04.txt,حرب الإمبريوم الثانية,مراجعة حوارية وتقنية عميقة,مكتمل,168,مراجعة كاملة لملف قلعة هليود. وُحد اسم Steward إلى المشرف مع القالب المركزي وملف الملاحة، وعُرّب اسم العرض لأول علم ربط إلى هليود مع إبقاء الاسم الفريد بعد :: دون تغيير. وُحد اسم القلعة في ملف معلومات الخريطة وملاحة الخرائط مع علم القلعة وإعداد القلاع وقاموس Navi_Data. حُفظت أهداف duplicate() ووسائط LinkFlag وReturnFlag والأحداث والخرائط والإحداثيات والمعرفات والمنطق دون تغيير.,المرحلة_168
rathena-master/npc/guild2/schg_cas05.txt,حرب الإمبريوم الثانية,مراجعة حوارية وتقنية عميقة,مكتمل,169,مراجعة كاملة لملف قلعة سكيدبلادنير. وُحد اسم Steward إلى المشرف مع القالب المركزي وملف الملاحة، وعُرّب اسم العرض لأول علم ربط إلى سكيدبلادنير مع إبقاء الاسم الفريد بعد :: دون تغيير. وُحد اسم القلعة في ملف معلومات الخريطة وملاحة الخرائط مع علم القلعة وإعداد القلاع وقاموس Navi_Data. حُفظت أهداف duplicate() ووسائط LinkFlag وReturnFlag والأحداث والخرائط والإحداثيات والمعرفات والمنطق دون تغيير.,المرحلة_169
rathena-master/npc/instances/EndlessTower.txt,الزنزانات,مراجعة حوارية وتقنية عميقة,مكتمل,170,مراجعة كاملة لملف البرج اللانهائي من حوار القبطان يانسن وإنشاء الزنزانة حتى الطوابق 1-102 ومواجهة إنتفاين وناغت زيغر والأرواح التائهة. صُححت الصياغات والسرد والرسائل الإدارية، ووُحد مصطلح الطابق، وأزيلت بقايا العرض الإنجليزية، ووُحدت أسماء الوحوش مع قاعدة البيانات والأسماء السياقية. زومنت المهمتان 60200 و60201 في سجل المهام إلى البرج اللانهائي. حُفظت الأسماء الفريدة بعد :: وأهداف duplicate() والأحداث والمعرفات والكميات والشروط والمنطق دون تغيير.,المرحلة_170
rathena-master/npc/instances/NydhoggsNest.txt,الزنزانات,مراجعة حوارية وتقنية عميقة,مكتمل,171,مراجعة كاملة لسلسلة عش نيدهوغر: بوابة يغدراسيل، المؤرخ مكبر وناومي، مخيما سبلينديد ومانوك، قبيلتا لافين وسافا، أسيرة لافين، روح شجرة العالم، الحراس ومواجهة ظل نيدهوغر. وُحدت الأسماء مع ملفات الملاحة وسجل المهام وقاعدة الوحوش، ونُقحت الرسائل الإدارية والسرد التاريخي. حُفظت الأسماء الداخلية بعد :: والأحداث والملصقات وأهداف duplicate() والمعرفات والكميات والشروط والمنطق دون تغيير.,المرحلة_171
rathena-master/npc/instances/OrcsMemory.txt,الزنزانات,مراجعة حوارية وتقنية عميقة,مكتمل,172,مراجعة كاملة لزنزانة ذاكرة الأورك: بوابة الدخول والعالم المجنون، أحداث الطابق الأول وتعليمات كروغر للتسلل، الطابق الثاني وترتيب المشاعل، الحراس والزعماء، شامان كارغال وخاتمة كروغر. وُحد مصطلح الصدع البعدي وأسماء قائد حرس الأورك وروح أورك فاسدة وبطل أورك فاسد، وصُحح جنس الشامانة. زومنت المهمات المرتبطة وقاعدة الوحوش. أُبقي strnpcinfo(3) عمدا لاعتماده على الأسماء الفريدة الإنجليزية بعد :: مع أسماء العرض العربية. حُفظت الأحداث والملصقات وأهداف duplicate() والمعرفات والكميات والشروط والمنطق دون تغيير.,المرحلة_172
rathena-master/npc/instances/SealedShrine.txt,الزنزانات,مراجعة حوارية وتقنية عميقة,مكتمل,173,مراجعة كاملة للضريح المختوم: الراهب باتريك وشروط الدخول، إزالة اللعنة، راست بلاك هاند وصناعة القرون، الطابق الأول وروح البطل القديم، القبور والمشاعل، الطابق الثاني والأختام ومواجهة بافوميت غير المختوم. وُحدت أسماء قرون الماعز المهيبة والعملاقة وكريستال الظلام، وصُححت مدة استعادة الختم إلى 3 دقائق وفق السكربت الرسمي. حُفظت الأسماء الداخلية بعد :: والأحداث والملصقات وأهداف duplicate() والمعرفات والكميات والشروط والمنطق دون تغيير.,المرحلة_173
rathena-master/npc/jobs/1-1e/gunslinger.txt,الوظائف,مراجعة حوارية وتقنية عميقة,مكتمل,174,مراجعة كاملة لمهمة تغيير الوظيفة إلى رامي المسدسات: المعلم ميلر والمقابلة ودورة التأهيل، رسالة التوصية إلى قرن الثور الحكيم، جمع المواد الست، إعداد قسيمة الاعتماد، طلب الحليب، العودة إلى ميلر وشرح قواعد النقابة ومكافآت تغيير الوظيفة. نُقحت الحوارات والخيارات ووُحدت أسماء الشخصيات والمهنة والأسلحة والذخيرة. زومن سجل المهام مع المتطلبات الفعلية للسكربت: جذع واحد و3 زغب و3 زارغون و10 أصداف و3 أعشاب خضراء و3 أصداف قوس قزح. حُفظ الاسمان الداخليان Master Miller وWise Bull Horn والأوامر والمعرفات والكميات والشروط والمنطق دون تغيير.,المرحلة_174
rathena-master/npc/jobs/1-1e/ninja.txt,الوظائف,مراجعة حوارية وتقنية عميقة,مكتمل,175,مراجعة كاملة لمهمة تغيير الوظيفة إلى نينجا: أكاغي ودرب الصبر، كوغا غاي ورسالة الهدنة، وايلدكات جو المتنكر باسم الرجل المشبوه وريد ليوبارد جو، جمع 5 سيفار وفراكون واحد مرتين، العودة إلى أماتسو، تغيير الوظيفة وتعاليم فرقة نينجا توغا. وُحد اسم إينبروخ، ونُقحت الحوارات والسرد، وزومنت المهمات 6015-6018 مع السكربت الفعلي بعد إزالة وصف الشجرة الحمراء الخاص بنسخة أخرى. حُفظت الأسماء الداخلية والأوامر والمعرفات والكميات والشروط ومسار تغيير الوظيفة والمكافأة دون تغيير.,المرحلة_175
rathena-master/npc/jobs/1-1e/taekwon.txt,الوظائف,مراجعة حوارية وتقنية عميقة,مكتمل,176,مراجعة كاملة لمهمة تغيير الوظيفة إلى تايكون: فلسفة فينيكس، قبول المبتدئ، اكتساب مستوى قاعدة، اختبار الإرادة والشجاعة وتقبل الاختلاف، التعهد النهائي، تغيير الوظيفة والمكافأة. أعيد الملف إلى البنية الرسمية ذات 418 سطرا، ووحدت مصطلحات تايكون والتايكوندو، وزومنت المهمات 6000-6002. حُفظ الاسم الداخلي والأوامر والمتغيرات والمعرفات والشروط وترتيب الخيارات وتغيير الوظيفة والمكافأة دون تغيير.,المرحلة_176
rathena-master/npc/jobs/2-1/assassin.txt,الوظائف,مراجعة حوارية وتقنية عميقة,مكتمل,177,مراجعة كاملة لمهمة تغيير الوظيفة إلى مغتال: هيوي وخاي والمجهول وباركاردي وبيهولدر وتوماس، الاختبار الكتابي بمجموعاته الثلاث، اختبار أهداف تغيير الوظيفة والفخاخ، اختبار الاختباء، المتاهة، مقابلة سيد النقابة واختيار المكافأة. وُحدت أسماء المهارات والوحوش والبطاقات مع قواميس الحزمة، وزومنت المهمات 8000-8008. حُفظت الأسماء الداخلية والأحداث والملصقات والمتغيرات والمعرفات والكميات والشروط وترتيب الإجابات ومنطق تغيير الوظيفة دون تغيير.,المرحلة_177
rathena-master/npc/jobs/2-1/blacksmith.txt,الوظائف,مراجعة حوارية وتقنية عميقة,مكتمل,178,مراجعة كاملة لمهمة تغيير الوظيفة إلى حداد: ألتيريجن والتسجيل، غيشوبنشت والاختبار الأول، مجموعات مواد التصنيع الخمس، التسليم إلى بايسوليست وويكيباين وكرونغاست وتالبيز وبسمارك، اختبار ميتهايميوه، تغيير الوظيفة ودليل المنطاد. أعيد الملف إلى البنية الرسمية ذات 1644 سطرا، ووحدت أسماء إينبك وإينبروخ والشخصيات والمصطلحات، وزومنت المهمات 2000-2016. حُفظت الأسماء الداخلية والأحداث والملصقات والأوامر والمتغيرات والمعرفات والكميات والشروط وترتيب الإجابات ومنطق تغيير الوظيفة والمكافآت دون تغيير.,المرحلة_178
rathena-master/npc/jobs/2-1/hunter.txt,الوظائف,مراجعة حوارية وتقنية عميقة,مكتمل,179,مراجعة كاملة لمهمة تغيير الوظيفة إلى صياد: شيرين واختبار الشخصية، صائد الشياطين ومجموعات المواد السبع، قائدا النقابة، اختبار الأهداف والفخاخ وغرفة الانتظار والمفتاح وتغيير الوظيفة. صُحح شرط المهمة 4011 إلى أربعة أهداف على الأقل، ووُحدت الأسماء مع سجل المهمات والملاحة. حُفظت الأسماء الداخلية والأحداث والملصقات والأوامر والمتغيرات والمعرفات والكميات والشروط ومنطق الاختبار وتغيير الوظيفة والمكافآت دون تغيير.,المرحلة_179
rathena-master/npc/jobs/2-1/knight.txt,الوظائف,مراجعة حوارية وتقنية عميقة,مكتمل,180,مراجعة كاملة لمهمة تغيير الوظيفة إلى فارس: القائد هيرمان، السير أندرو والمواد، السير سيراكيوز والأسئلة، السير ويندسور ومراحل القتال، السيدة إيمي والآداب، السير إدموند والصبر، السير غراي والمقابلة وصناعة كلايمور. استعيدت ستة أسطر حوارية ناقصة وأعيدت البنية الرسمية ذات 2507 أسطر، وزومنت المهمات 9000-9012. حُفظت الأسماء الداخلية والأحداث والملصقات والأوامر والمتغيرات والمعرفات والكميات والشروط وترتيب الإجابات ومنطق تغيير الوظيفة والمكافآت دون تغيير.,المرحلة_180
rathena-master/npc/jobs/2-1/priest.txt,الوظائف,مراجعة حوارية وتقنية عميقة,مكتمل,181,مراجعة كاملة لمهمة تغيير الوظيفة إلى كاهن: الأسقف بول، رحلة الحج، التدريب الروحي، الإغراءات الأربعة، قسم الأخت سيسيليا، والمكافآت. استعيدت مسارات بطاقة ميستريس الأصلية، ووحد اسم يوسوكي، وزمنت المهمات 8009-8016 والعنصر 1551. حُفظت الأسماء الداخلية والأحداث والأوامر والمعرفات والشروط ومنطق تغيير الوظيفة والمكافآت.,المرحلة_181
rathena-master/npc/jobs/2-1/wizard.txt,الوظائف,مراجعة حوارية وتقنية عميقة,مكتمل,182,مراجعة كاملة لمهمة تغيير الوظيفة إلى ساحر عظيم: كاثرين وجمع المواد، راوليل والاختبار الكتابي، غرف الماء والأرض والنار، وماريا وشرح الاختبارات. صحح شرط الجواهر إلى 10 من كل لون، وزومنت المهمات 9013-9018 والملاحة. حُفظت الأسماء الداخلية والأحداث والملصقات والأوامر والمتغيرات والمعرفات والكميات والشروط ومنطق تغيير الوظيفة والمكافآت.,المرحلة_182
rathena-master/npc/jobs/2-1a/AssassinCross.txt,الوظائف,مراجعة حوارية وتقنية عميقة,مكتمل,183,مراجعة كاملة لملف الارتقاء إلى سيد المغتالين في فالهالا: خطاب محاربي الصحراء، دعوة مواصلة السير في الظلال، قبول تغيير الوظيفة، شرط استهلاك نقاط المهارة، التهنئة والترحيب في قاعة الشرف. نُقحت الصياغة ووضّح سبب المنع عند وجود نقاط مهارة غير مستخدمة، ووُحد المصطلح مع قواميس الوظائف والملاحة والواجهة. حُفظ الاسم الداخلي Assassin Cross#Valkyrie والأوامر والمتغيرات والمعرفات والشروط وتغيير الوظيفة دون تغيير.,المرحلة_183
rathena-master/npc/jobs/2-1a/HighPriest.txt,الوظائف,مراجعة حوارية وتقنية عميقة,مكتمل,184,مراجعة كاملة لملف الارتقاء إلى كاهن متقدم في فالهالا: صلاة القداسة والحماية، خطاب الموهبة والإيمان، قبول الارتقاء، شرط نقاط المهارة، التهنئة والترحيب في قاعة الشرف. نُقحت الصياغة لتكون أكثر سلاسة، واستُخدمت تعبيرات محايدة للاعب حيث أمكن، ووُضح سبب المنع عند وجود نقاط مهارة غير مستخدمة. تحقق توحيد اسم كاهن متقدم في الملاحة وقواميس الوظائف والواجهة دون الحاجة إلى تعديلها. حُفظ الاسم الداخلي High Priest#Valkyrie والأوامر والمتغيرات والمعرفات والشروط وتغيير الوظيفة دون تغيير.,المرحلة_184
rathena-master/npc/jobs/2-1a/HighWizard.txt,الوظائف,مراجعة حوارية وتقنية عميقة,مكتمل,185,مراجعة كاملة لملف الارتقاء إلى ساحر متقدم في فالهالا: مسؤولية تسخير السحر المدمر في سبيل الخير، طول التدريب وخطر وقوع القوة في الأيدي الخطأ، حاجة ميدغارد إلى أقوى صنوف السحر، قبول الارتقاء، شرط نقاط المهارة، التهنئة والترحيب في قاعة الشرف. نُقحت الصياغة لتناسب شخصية الساحر، واستُخدمت تعبيرات محايدة للاعب حيث أمكن، ووُضح سبب المنع عند وجود نقاط مهارة غير مستخدمة. تحقق توحيد اسم ساحر متقدم في الملاحة وقواميس الوظائف والواجهة دون الحاجة إلى تعديلها. حُفظ الاسم الداخلي High Wizard#Valkyrie والأوامر والمتغيرات والمعرفات والشروط وتغيير الوظيفة دون تغيير.,المرحلة_185
rathena-master/npc/jobs/2-1a/LordKnight.txt,الوظائف,مراجعة حوارية وتقنية عميقة,مكتمل,186,مراجعة كاملة لملف الارتقاء إلى سيد الفرسان في فالهالا: مسؤولية الفرسان في خدمة الآخرين وحمايتهم، التضحية بالنفس وصون سلامة الرفاق، دعوة مواصلة المسيرة البطولية بهيئة جديدة، قبول الارتقاء، شرط نقاط المهارة، التهنئة والقيادة في طليعة المعركة، والترحيب في قاعة الشرف. نُقحت الصياغة لتناسب شخصية الفارس القيادي، واستُخدمت تعبيرات محايدة للاعب حيث أمكن، ووُضح سبب المنع عند وجود نقاط مهارة غير مستخدمة. تحقق توحيد اسم سيد الفرسان في الملاحة وقواميس الوظائف والواجهة دون الحاجة إلى تعديلها. حُفظ الاسم الداخلي Lord Knight#Valkyrie والأوامر والمتغيرات والمعرفات والشروط وتغيير الوظيفة دون تغيير.,المرحلة_186
rathena-master/npc/jobs/2-1a/Sniper.txt,الوظائف,مراجعة حوارية وتقنية عميقة,مكتمل,187,مراجعة كاملة لملف الارتقاء إلى قناص في فالهالا: شعار الطلقة الواحدة والهدف القاتل، اكتساب الرؤية اللازمة لأسلوب القتال بعيد المدى، حاجة العالم إلى الرماة المهرة، تحمل مسؤولية رتبة القناص، قبول الارتقاء، شرط نقاط المهارة، التهنئة ببقاء أتباع الشر في مرمى البصر، والترحيب في قاعة الشرف. نُقحت الصياغة لتناسب شخصية القناص ودقة التصويب، واستُخدمت تعبيرات محايدة للاعب حيث أمكن، ووُضح سبب المنع عند وجود نقاط مهارة غير مستخدمة. تحقق توحيد اسم قناص وصيغة المؤنث قناصة في الملاحة وقواميس الوظائف والواجهة دون الحاجة إلى تعديلها. حُفظ الاسم الداخلي Sniper#Valkyrie والأوامر والمتغيرات والمعرفات والشروط وتغيير الوظيفة دون تغيير.,المرحلة_187
rathena-master/npc/jobs/2-1a/WhiteSmith.txt,الوظائف,مراجعة حوارية وتقنية عميقة,مكتمل,188,مراجعة كاملة لملف الارتقاء إلى سيد الحدادين في فالهالا: ذروة إتقان الحرفة، السعي إلى ابتكار طرق جديدة وأكثر إتقانا في الصناعة، حاجة العالم إلى المغامرين الشجعان المجتهدين، قبول الارتقاء، شرط نقاط المهارة، والتهنئة بصياغة طريق يقود ميدغارد نحو مستقبل أكثر إشراقا. نُقحت الصياغة لتناسب شخصية الحداد الخبير وروح الصنعة والابتكار، واستُخدمت تعبيرات محايدة للاعب حيث أمكن، ووُضح سبب المنع عند وجود نقاط مهارة غير مستخدمة. تحقق توحيد اسم سيد الحدادين وصيغة المؤنث سيدة الحدادين في الملاحة وقواميس الوظائف والواجهة دون الحاجة إلى تعديلها. حُفظ الاسم الداخلي MasterSmith#Valkyrie والأوامر والمتغيرات والمعرفات والشروط وتغيير الوظيفة دون تغيير.,المرحلة_188
rathena-master/npc/jobs/2-1e/StarGladiator.txt,الوظائف,مراجعة حوارية وتقنية عميقة,مكتمل,189,مراجعة كاملة لمهمة تغيير الوظيفة إلى سيد التايكون: موهيون ومتطلب مستوى الوظيفة 40، لقاء موغانغ في كومودو، جمع عناصر الطبيعة الأربعة، اختبارات دارو وبيريو وتشيهي المرتبطة بالشمس والقمر والنجوم، أسئلة الإرادة والسلوك، جمع فتات النجوم وغبار النجوم، ثم تغيير الوظيفة والعودة إلى بايون. نُقحت الحوارات الطويلة والأغاني والأسئلة والرسائل السياقية، وصُححت صيغ المتحدث والمذكر والمؤنث واستخدمت صياغات محايدة للاعب حيث أمكن. زومنت أسماء العناصر الستة في سجل المهمات مع itemInfo. حُفظت الأسماء الداخلية والأحداث والملصقات والأوامر والمتغيرات والمعرفات والكميات والشروط وترتيب الإجابات ومنطق المهمة وتغيير الوظيفة دون تغيير.,المرحلة_189
rathena-master/npc/jobs/2-2/alchemist.txt,الوظائف,مراجعة حوارية وتقنية عميقة,مكتمل,190,مراجعة كاملة لمهمة تغيير الوظيفة إلى خيميائي: التسجيل لدى بارمي جيانينو ورسوم الطلب والمواد البديلة، مقابلة راسبوتشين واختبارات الحساب والتجارة، قصة داروين وزهرة الوهم وتجربة تحضير الدواء، تدريب فان هيلمونت لدى مورغنشتاين، اختبار نيكولاس في التركيز ومهمة باين وباجين في يونو، ثم تغيير الوظيفة على يد فينسنت كارسيالو. نُقحت الحوارات والاختيارات والأسئلة سياقيا، ووحدت أسماء العناصر مع itemInfo، وصححت أوصاف المهمات 2028-2040 ولا سيما إزالة المواد القديمة الزائدة من المهمة 2038. أُبقيت ألغاز الحروف الإنجليزية والتعاويذ اللاتينية كما هي لارتباطها بالاختبار. حُفظت الأسماء الداخلية الستة والأوامر والمتغيرات والمعرفات والكميات والشروط وترتيب الإجابات ومنطق المهمة وتغيير الوظيفة دون تغيير.,المرحلة_190
rathena-master/npc/jobs/2-2/bard.txt,الوظائف,مراجعة حوارية وتقنية عميقة,مكتمل,191,مراجعة كاملة لمهمة تغيير الوظيفة إلى شاعر: لقاء لالو ومتطلب مستوى الوظيفة 40، اختيار زهرة مميزة، التعرف إلى سنويسنو وأهل لوتي، اختبار كتابة وترديد أبيات الأغاني، شرط نقاط المهارة، تغيير الوظيفة، والهدية الاختيارية مقابل 60 جذعا من النوع نفسه. نُقحت الحوارات والأغاني واستجابات الزهور سياقيا، ووحدت أسماء هينالي وألوة ونعناع وإيزيدور ووردة لا تذبل ووردة متجمدة وزهرة الوهم مع itemInfo، ووحد اسم سنويسنو مع ملف لوتي والملاحة. زومنت المهمات 3000-3004. حُفظ الاسم الداخلي Wandering Bard والأوامر والمتغيرات والمعرفات والكميات والشروط وترتيب إدخال أبيات الأغاني ومنطق المهمة وتغيير الوظيفة دون تغيير.,المرحلة_191
rathena-master/npc/jobs/2-2/crusader.txt,الوظائف,مراجعة حوارية وتقنية عميقة,مكتمل,192,مراجعة كاملة لمهمة تغيير الوظيفة إلى فارس صليبي: مايكل هاليغ وجمع إحدى مجموعات المواد الثلاث أو تجاوزها بشعار الفروسية ويد الإله، موريناك ميول واختبار التحمل مع اشتراط ارتداء المسبحة، غابرييل فالنتاين واختبار المعرفة ذي ثلاث مجموعات من الأسئلة، ثم بليانت بيورد واختبار التطهير والقتال بالماء المقدس. نُقحت الحوارات والأسئلة والاختيارات سياقيا، ووحد اسم موريناك ميول، وصحح جنس غابرييل إلى فارسة صليبية في الحوار والملاحة، وزومنت أسماء مواد المهمات 3006-3015 مع itemInfo. حُفظت الأسماء الداخلية بعد :: وجميع Labels وEvents والأوامر والمتغيرات والمعرفات والكميات والشروط والإجابات الصحيحة ومنطق المهمة وتغيير الوظيفة دون تغيير.,المرحلة_192
rathena-master/npc/jobs/2-2/dancer.txt,الوظائف,مراجعة حوارية وتقنية عميقة,مكتمل,193,مراجعة كاملة لمهمة تغيير الوظيفة إلى راقصة: سونوتورا وبور روبن، التسجيل لدى آيل ومتطلب مستوى الوظيفة 40، إحدى مجموعات المواد الثلاث ورسوم التدريب، مقابلة بيجو والاختبار الكتابي ذي ثلاث مجموعات، تعليمات اختبار الرقص وحركاته، ثم تغيير الوظيفة والمكافأة. استعيد سطر مفقود من سؤال مهارة التهويدة، وصحح اتجاه موقع منارة فاروس إلى الشمال الغربي، ووحدت أسماء المهارات قبلة الحظ والسيد كيم الثري ودرس الرقص وتحسين التركيز ووابل السهام مع قاموس المهارات. زومنت المهمات 7000-7006 واسم غرفة انتظار الاختبار في الملاحة. حُفظت جميع UniqueName بعد :: وLabels وEvents والأوامر والمتغيرات والمعرفات والكميات والشروط وعدد خيارات الأسئلة والإجابات الصحيحة وتسلسل الرقص ومنطق المهمة وتغيير الوظيفة دون تغيير.,المرحلة_193
rathena-master/npc/jobs/2-2/monk.txt,الوظائف,مراجعة حوارية وتقنية عميقة,مكتمل,194,مراجعة كاملة لمهمة تغيير الوظيفة إلى راهب: دخول دير الرهبان ومتطلب مستوى الوظيفة 40، جمع إحدى مجموعات المواد السبع لدى المعلم موهاي، اختبار توها في حفظ القسم، اختيار اختبار جمع الفطر أو الماراثون لدى بوهاي، تعليمات هيونمو، ثم متاهة تومون والتدريب الروحي والعودة إلى موهاي لتغيير الوظيفة. نُقحت الحوارات والعهود والاختيارات سياقيا، وأُبقيت مقاطع القسم اللاتينية كما هي لارتباطها باختبار الحفظ. وُحدت أسماء مواد المهمات 3016-3032 مع itemInfo. حُفظت جميع UniqueName وduplicate() وLabels وEvents والأوامر والمتغيرات والمعرفات والكميات والشروط وترتيب خيارات القسم ومسارات الاختبارات ومنطق المهمة وتغيير الوظيفة دون تغيير.,المرحلة_194
