english,canonical_arabic,category_or_context,source_stages,source_files,arabic_aliases,status,decision_note
Rune-Midgarts,مملكة رون-ميدغارتس,اسم المملكة,22,تقارير_المراجعة_الحوارية/المرحلة_22/dialogue_stage22_glossary.csv,,approved,Merged from stage glossaries.
Rune-Midgarts Kingdom,مملكة رون-ميدغارتس,منطقة || المعتمد في ملفات المدن والكتب || الصيغة الموحدة في الحزمة,11;17;18,تقارير_المراجعة_الحوارية/المرحلة_11/dialogue_stage11_glossary.csv;تقارير_المراجعة_الحوارية/المرحلة_17/dialogue_stage17_glossary.csv;تقارير_المراجعة_الحوارية/المرحلة_18/dialogue_stage18_glossary.csv,,approved,Merged from stage glossaries.
Rune-Midgartsian,شخص من رون-ميدغارت,صياغة سياقية بدلا من النسبة الثقيلة,15,تقارير_المراجعة_الحوارية/المرحلة_15/dialogue_stage15_glossary.csv,,approved,Merged from stage glossaries.
Sa-mhing Tiger,نمر سا-مهينغ,الاسم المعتمد في مهمة أيوثايا,20,تقارير_المراجعة_الحوارية/المرحلة_20/dialogue_stage20_glossary.csv,,approved,Merged from stage glossaries.
Sacred Mission,المهمة المقدسة,ترس,8,تقارير_المراجعة_الحوارية/المرحلة_08/dialogue_stage8_glossary.csv,,approved,Merged from stage glossaries.
Sanctuary,ملاذ,مهارة | الاسم المعتمد في ملفات المهارات وحوار كنيسة برونتيرا,1,rathena-master/npc/cities/prontera.txt,,approved,Confirmed in review cycle 2 stage 1.
Sandaruman Fortress,قلعة ساندارومان,موقع,7,تقارير_المراجعة_الحوارية/المرحلة_07/dialogue_stage7_glossary.csv,,approved,Merged from stage glossaries.
Santa Claus,سانتا كلوز,الشخصية,23,تقارير_المراجعة_الحوارية/المرحلة_23/dialogue_stage23_glossary.csv,,approved,Merged from stage glossaries.
Sapha,سافا,شعب العمالقة في مانوك || اسم الشعب المقابل,25;26,تقارير_المراجعة_الحوارية/المرحلة_25/dialogue_stage25_glossary.csv;تقارير_المراجعة_الحوارية/المرحلة_26/dialogue_stage26_glossary.csv,,approved,Merged from stage glossaries.
Satan Morocc,شيطان موروك,mob_db.yml، المعرّف 1916,4,تقارير_المراجعة_الحوارية/المرحلة_04/dialogue_stage4_glossary.csv,,approved,Merged from stage glossaries.
Savage,سافج,اسم الوحش المثبت في الحزمة,15,تقارير_المراجعة_الحوارية/المرحلة_15/dialogue_stage15_glossary.csv,,approved,Merged from stage glossaries.
Schwarzwald Republic,جمهورية شفارتزفالد,منطقة || الجهة المشغلة لخط المنطاد الدولي || مكان/جهة | توحيد الكتابة,10;11;13;31,تقارير_المراجعة_الحوارية/المرحلة_10/dialogue_stage10_glossary.csv;تقارير_المراجعة_الحوارية/المرحلة_11/dialogue_stage11_glossary.csv;تقارير_المراجعة_الحوارية/المرحلة_13/dialogue_stage13_glossary.csv;تقارير_المراجعة_الحوارية/المرحلة_31/dialogue_stage31_glossary.csv,,approved,Merged from stage glossaries.
Scroll Publishing Company,دار نشر اللفائف,مؤسسة داخل القصة,29,تقارير_المراجعة_الحوارية/المرحلة_29/dialogue_stage29_glossary.csv,,approved,Merged from stage glossaries.
Secretary Slierre,سويي سليير,سكرتيرة ريكنبر,34,تقارير_المراجعة_الحوارية/المرحلة_34/dialogue_stage34_glossary.csv,,approved,Merged from stage glossaries.
Serial Axe Murderer,القاتل المتسلسل بالفأس,صياغة قصصية موحدة,12,تقارير_المراجعة_الحوارية/المرحلة_12/dialogue_stage12_glossary.csv,,approved,Merged from stage glossaries.
Shi Yan Wen,شي يان وين,زعيم كونلون,18,تقارير_المراجعة_الحوارية/المرحلة_18/dialogue_stage18_glossary.csv,,approved,Merged from stage glossaries.
Shrine Expedition Office,مكتب بعثة ضريح أودين,جهة,11,تقارير_المراجعة_الحوارية/المرحلة_11/dialogue_stage11_glossary.csv,,approved,Merged from stage glossaries.
Signpost,لافتة,اسم عرض مختصر ومتسق بين الخادم والملاحة.,21,تقارير_المراجعة_الحوارية/المرحلة_21/dialogue_stage21_glossary.csv,,approved,Merged from stage glossaries.
Silver Arrow,سهم فضي / سهام فضية,ملفات العناصر والمهام داخل الحزمة,5,تقارير_المراجعة_الحوارية/المرحلة_05/dialogue_stage5_glossary.csv,,approved,Merged from stage glossaries.
Single Army,جيش العزاب,,24,تقارير_المراجعة_الحوارية/المرحلة_24/dialogue_stage24_glossary.csv,,approved,Merged from stage glossaries.
Skull Door,بوابة الجمجمة,المدخل الذي يتطلب جوهرتين.,28,تقارير_المراجعة_الحوارية/المرحلة_28/dialogue_stage28_glossary.csv,,approved,Merged from stage glossaries.
Sky Kingdom,المملكة السماوية,المقصد الأسطوري للنساك الطاويين,18,تقارير_المراجعة_الحوارية/المرحلة_18/dialogue_stage18_glossary.csv,,approved,Merged from stage glossaries.
Slick Paper,ورق أملس,متطلب تعلم لغة ووتان.,28,تقارير_المراجعة_الحوارية/المرحلة_28/dialogue_stage28_glossary.csv,,approved,Merged from stage glossaries.
Smog Alert,إنذار الضباب الدخاني,تنبيه بيئي,9,تقارير_المراجعة_الحوارية/المرحلة_09/dialogue_stage9_glossary.csv,,approved,Merged from stage glossaries.
Snotora,سنوتورا,جزيرة المعرفة,8,تقارير_المراجعة_الحوارية/المرحلة_08/dialogue_stage8_glossary.csv,,approved,Merged from stage glossaries.
Snowysnow,سنويسنو,رجل الثلج الناطق,23,تقارير_المراجعة_الحوارية/المرحلة_23/dialogue_stage23_glossary.csv,,approved,Merged from stage glossaries.
Sograt Desert,صحراء سوغرات,ملفات المناطق وسياق مهمة المغتال,4,تقارير_المراجعة_الحوارية/المرحلة_04/dialogue_stage4_glossary.csv,,approved,Merged from stage glossaries.
Solomon,سولومون,جزيرة الشرف,8,تقارير_المراجعة_الحوارية/المرحلة_08/dialogue_stage8_glossary.csv,,approved,Merged from stage glossaries.
Sonic Blow,ضربة صوتية,skillinfolist.lub، SKID.AS_SONICBLOW,4,تقارير_المراجعة_الحوارية/المرحلة_04/dialogue_stage4_glossary.csv,,approved,Merged from stage glossaries.
Special Reserve Points,النقاط الاحتياطية الخاصة,سياق خدمة كافرا,6,تقارير_المراجعة_الحوارية/المرحلة_06/dialogue_stage6_glossary.csv,,approved,Merged from stage glossaries.
Splendide,سبلينديد,اسم المدينة/الحامية,26,تقارير_المراجعة_الحوارية/المرحلة_26/dialogue_stage26_glossary.csv,,approved,Merged from stage glossaries.
Splendide Guard,حارس لافين,اسم عرض مختصر,26,تقارير_المراجعة_الحوارية/المرحلة_26/dialogue_stage26_glossary.csv,,approved,Merged from stage glossaries.
Splendide Soldier,جندي لافين,اسم عرض مختصر,26,تقارير_المراجعة_الحوارية/المرحلة_26/dialogue_stage26_glossary.csv,,approved,Merged from stage glossaries.
Spore,بوغ,mob_db.yml، المعرّف 1014,4,تقارير_المراجعة_الحوارية/المرحلة_04/dialogue_stage4_glossary.csv,,approved,Merged from stage glossaries.
Squid Ink,حبر الحبار,عنصر || متطلب تعلم لغة ووتان.,23;28,تقارير_المراجعة_الحوارية/المرحلة_23/dialogue_stage23_glossary.csv;تقارير_المراجعة_الحوارية/المرحلة_28/dialogue_stage28_glossary.csv,حبر حبار,resolved_initial_merge,الصيغة الاسمية القياسية للعُنصر.
Sticky Mucus,مخاط لزج,عنصر,23,تقارير_المراجعة_الحوارية/المرحلة_23/dialogue_stage23_glossary.csv,,approved,Merged from stage glossaries.
Sunken Ship,السفينة الغارقة,حوار ألبرتا ومرجع المنطقة,3,تقارير_المراجعة_الحوارية/المرحلة_03/dialogue_stage3_glossary.csv,,approved,Merged from stage glossaries.
Sushi,سوشي,العنصر 551,29,تقارير_المراجعة_الحوارية/المرحلة_29/dialogue_stage29_glossary.csv,,approved,Merged from stage glossaries.
Sushi Master / Magumagu,معلم السوشي / ماغوماغو,اسم العرض والمتحدث,29,تقارير_المراجعة_الحوارية/المرحلة_29/dialogue_stage29_glossary.csv,,approved,Merged from stage glossaries.
Sweet Memory of Marriage,ذكرى زواج عذبة,,24,تقارير_المراجعة_الحوارية/المرحلة_24/dialogue_stage24_glossary.csv,,approved,Merged from stage glossaries.
Sweet Room,الغرفة الحلوة,,24,تقارير_المراجعة_الحوارية/المرحلة_24/dialogue_stage24_glossary.csv,,approved,Merged from stage glossaries.
Takehue,تاكيهو,شخصية المهمة,29,تقارير_المراجعة_الحوارية/المرحلة_29/dialogue_stage29_glossary.csv,,approved,Merged from stage glossaries.
Taoist Hermit,ناسك طاوي,المصطلح السياقي,18,تقارير_المراجعة_الحوارية/المرحلة_18/dialogue_stage18_glossary.csv,,approved,Merged from stage glossaries.
Tavern,الحانة,,24,تقارير_المراجعة_الحوارية/المرحلة_24/dialogue_stage24_glossary.csv,,approved,Merged from stage glossaries.
Teddy Bear,دمية دب,وحش,10,تقارير_المراجعة_الحوارية/المرحلة_10/dialogue_stage10_glossary.csv,,approved,Merged from stage glossaries.
Thachentze / Lenient Aunt,ثاتشينتز / العمة ثاتشينتز,اسم الشخصية,23,تقارير_المراجعة_الحوارية/المرحلة_23/dialogue_stage23_glossary.csv,,approved,Merged from stage glossaries.
Thang,ثانغ,اسم شخصية,20,تقارير_المراجعة_الحوارية/المرحلة_20/dialogue_stage20_glossary.csv,,approved,Merged from stage glossaries.
The Eternal Chaos,الفوضى الأبدية,اسم مهارة/أغنية,26,تقارير_المراجعة_الحوارية/المرحلة_26/dialogue_stage26_glossary.csv,,approved,Merged from stage glossaries.
The Ring of Nibelungen,خاتم النيبلونغ,اسم مهارة/أسطورة,26,تقارير_المراجعة_الحوارية/المرحلة_26/dialogue_stage26_glossary.csv,,approved,Merged from stage glossaries.
Thief Bug,حشرة اللص,وحش | الاسم المعتمد في حوار مجاري برونتيرا,1,rathena-master/npc/cities/prontera.txt,حشرات اللص,approved,Confirmed in review cycle 2 stage 1.
Tokako,توكاكو,شخصية المهمة,29,تقارير_المراجعة_الحوارية/المرحلة_29/dialogue_stage29_glossary.csv,,approved,Merged from stage glossaries.
Tom Yum Goong,توم يوم غونغ,طبق أيوثايا الشهير,20,تقارير_المراجعة_الحوارية/المرحلة_20/dialogue_stage20_glossary.csv,,approved,Merged from stage glossaries.
Toukoujyo,توكوجيو,قصر البحيرة/الموقع,29,تقارير_المراجعة_الحوارية/المرحلة_29/dialogue_stage29_glossary.csv,,approved,Merged from stage glossaries.
Town of the Dead,مدينة الموتى,وصف نيفلهايم في المهمة وسجل المهام,27,تقارير_المراجعة_الحوارية/المرحلة_27/dialogue_stage27_glossary.csv,,approved,Merged from stage glossaries.
Toxic Gas,غاز سام,عنصر,10,تقارير_المراجعة_الحوارية/المرحلة_10/dialogue_stage10_glossary.csv,,approved,Merged from stage glossaries.
Toy Factory / Christmas Dungeon,مصنع الألعاب,الاسم الموحد مع الخرائط والملاحة والمهام,23,تقارير_المراجعة_الحوارية/المرحلة_23/dialogue_stage23_glossary.csv,,approved,Merged from stage glossaries.
Train Station,محطة القطار,مرفق النقل,9,تقارير_المراجعة_الحوارية/المرحلة_09/dialogue_stage9_glossary.csv,,approved,Merged from stage glossaries.
Triumphal Song,نشيد النصر,اسم النشيد في سياق المقاومة,18,تقارير_المراجعة_الحوارية/المرحلة_18/dialogue_stage18_glossary.csv,,approved,Merged from stage glossaries.
Umbala,أومبالا,الصيغة المثبتة في ملفات الخرائط والملاحة,15,تقارير_المراجعة_الحوارية/المرحلة_15/dialogue_stage15_glossary.csv,,approved,Merged from stage glossaries.
Umpokoriohtan,أومبوكوريوه,اسم عرض مختصر؛ المعرف الداخلي محفوظ.,28,تقارير_المراجعة_الحوارية/المرحلة_28/dialogue_stage28_glossary.csv,,approved,Merged from stage glossaries.
Undead,غير ميت,نوع وحش تقني؛ تستخدم صيغة السرد العام حسب السياق,5,تقارير_المراجعة_الحوارية/المرحلة_05/dialogue_stage5_glossary.csv,الموتى الأحياء,resolved_cycle2_fixed_term,النوع التقني: غير ميت؛ تستخدم الموتى الأحياء في السرد العام حسب السياق.
Undead Chicken,دجاجة زومبي,اسم عرض موجز وطبيعي ومتوافق مع حد الاسم,16,تقارير_المراجعة_الحوارية/المرحلة_16/dialogue_stage16_glossary.csv,,approved,Merged from stage glossaries.
Undead Familiar,تابع زومبي,اسم عرض موجز ومتوافق مع الملاحة,16,تقارير_المراجعة_الحوارية/المرحلة_16/dialogue_stage16_glossary.csv,,approved,Merged from stage glossaries.
Underground Laboratory,المختبر تحت الأرض,منطقة محظورة,12,تقارير_المراجعة_الحوارية/المرحلة_12/dialogue_stage12_glossary.csv,,approved,Merged from stage glossaries.
Ungoliant,أنغوليانت,وحش,10,تقارير_المراجعة_الحوارية/المرحلة_10/dialogue_stage10_glossary.csv,,approved,Merged from stage glossaries.
Used Iron Plate,صفيحة حديد مستعملة,عنصر,10,تقارير_المراجعة_الحوارية/المرحلة_10/dialogue_stage10_glossary.csv,,approved,Merged from stage glossaries.
Utan,ووتان,المعتمد في الملاحة والمهام وأسماء الوحوش || اسم القبيلة في النصوص الظاهرة؛ تبقى المعرفات الإنجليزية كما هي.,15;28,تقارير_المراجعة_الحوارية/المرحلة_15/dialogue_stage15_glossary.csv;تقارير_المراجعة_الحوارية/المرحلة_28/dialogue_stage28_glossary.csv,,approved,Merged from stage glossaries.
Veins,فينز,,14,تقارير_المراجعة_الحوارية/المرحلة_14/dialogue_stage14_glossary.csv,,approved,Merged from stage glossaries.
Veins Tavern,حانة فينز,,14,تقارير_المراجعة_الحوارية/المرحلة_14/dialogue_stage14_glossary.csv,,approved,Merged from stage glossaries.
Vending,البيع,skillinfolist.lub، SKID.MC_VENDING,3,تقارير_المراجعة_الحوارية/المرحلة_03/dialogue_stage3_glossary.csv,,approved,Merged from stage glossaries.
Venomous,فينوموس,وحش,10,تقارير_المراجعة_الحوارية/المرحلة_10/dialogue_stage10_glossary.csv,,approved,Merged from stage glossaries.
Verass Monument,نصب فيراس,مطابق لملف tipbox_EN.lub وسياق مكتشف الجزيرة.,21,تقارير_المراجعة_الحوارية/المرحلة_21/dialogue_stage21_glossary.csv,,approved,Merged from stage glossaries.
Villa Room,غرفة الفيلا,,24,تقارير_المراجعة_الحوارية/المرحلة_24/dialogue_stage24_glossary.csv,,approved,Merged from stage glossaries.
VIP area,صالة كبار الزوار,مصطلح سياقي,7,تقارير_المراجعة_الحوارية/المرحلة_07/dialogue_stage7_glossary.csv,,approved,Merged from stage glossaries.
Vitata / Bitata,فيتاتا,mob_db.yml، المعرّف 1176؛ تصحيح خطأ الاسم في النص الإنجليزي,4,تقارير_المراجعة_الحوارية/المرحلة_04/dialogue_stage4_glossary.csv,,approved,Merged from stage glossaries.
Walter Moers,والتر مويرز,الاسم الظاهر المعتمد في النقل والملاحة,17,تقارير_المراجعة_الحوارية/المرحلة_17/dialogue_stage17_glossary.csv,,approved,Merged from stage glossaries.
Ward,حارس,,14,تقارير_المراجعة_الحوارية/المرحلة_14/dialogue_stage14_glossary.csv,,approved,Merged from stage glossaries.
Warp Portal,بوابة الانتقال,مهارة | الاسم المعتمد في ملفات المهارات وحوار كنيسة برونتيرا,1,rathena-master/npc/cities/prontera.txt,,approved,Confirmed in review cycle 2 stage 1.
Well Baked Cookie,بسكويت مخبوز جيدا,عنصر,10,تقارير_المراجعة_الحوارية/المرحلة_10/dialogue_stage10_glossary.csv,,approved,Merged from stage glossaries.
Well-side Maiden,فتاة البئر,اسم عرض مختصر ومتوافق مع الملاحة,17,تقارير_المراجعة_الحوارية/المرحلة_17/dialogue_stage17_glossary.csv,,approved,Merged from stage glossaries.
Well-Tanned Leather,جلد مدبوغ جيدا,عنصر,9,تقارير_المراجعة_الحوارية/المرحلة_09/dialogue_stage9_glossary.csv,,approved,Merged from stage glossaries.
White Dryad,الدرياد البيضاء,اسم المسرحية الأسطورية,17,تقارير_المراجعة_الحوارية/المرحلة_17/dialogue_stage17_glossary.csv,,approved,Merged from stage glossaries.
Wise King’s Ring,خاتم الملك الحكيم,أداة فهم لغة لافين وسافا,26,تقارير_المراجعة_الحوارية/المرحلة_26/dialogue_stage26_glossary.csv,,approved,Merged from stage glossaries.
Witherless Rose,وردة لا تذبل,العنصر 748 المطلوب لبدء الاستحضار,27,تقارير_المراجعة_الحوارية/المرحلة_27/dialogue_stage27_glossary.csv,,approved,Merged from stage glossaries.
Wolchev,وولفشيف,باحث ريكنبر,34,تقارير_المراجعة_الحوارية/المرحلة_34/dialogue_stage34_glossary.csv,,approved,Merged from stage glossaries.
Worn-Out Magic Scroll,اللفافة السحرية البالية,عنصر,8,تقارير_المراجعة_الحوارية/المرحلة_08/dialogue_stage8_glossary.csv,,approved,Merged from stage glossaries.
Yellow Gemstone,جوهرة صفراء,خيار محجر الجمجمة.,28,تقارير_المراجعة_الحوارية/المرحلة_28/dialogue_stage28_glossary.csv,,approved,Merged from stage glossaries.
Yggdrasil,يغدراسيل,اسم الشجرة,26,تقارير_المراجعة_الحوارية/المرحلة_26/dialogue_stage26_glossary.csv,,approved,Merged from stage glossaries.
Yggdrasil Leaf,ورقة يغدراسيل,العنصر 610؛ المطلوب عشر أوراق,27,تقارير_المراجعة_الحوارية/المرحلة_27/dialogue_stage27_glossary.csv,,approved,Merged from stage glossaries.
Yggdrasilberry Award,جائزة ثمرة يغدراسيل,اسم الجائزة الأدبية,12,تقارير_المراجعة_الحوارية/المرحلة_12/dialogue_stage12_glossary.csv,,approved,Merged from stage glossaries.
Ymir's Heart,قلب يمير,مصدر الطاقة,8,تقارير_المراجعة_الحوارية/المرحلة_08/dialogue_stage8_glossary.csv,,approved,Merged from stage glossaries.
Zargon,زارغون,عنصر,9,تقارير_المراجعة_الحوارية/المرحلة_09/dialogue_stage9_glossary.csv,,approved,Merged from stage glossaries.
Zeny,زيني,عملة || اسم العملة الموحد.,11;21,تقارير_المراجعة_الحوارية/المرحلة_11/dialogue_stage11_glossary.csv;تقارير_المراجعة_الحوارية/المرحلة_21/dialogue_stage21_glossary.csv,,approved,Merged from stage glossaries.
Zhi Ching Li,زي تشينغ لي,اسم الشخصية,19,تقارير_المراجعة_الحوارية/المرحلة_19/dialogue_stage19_glossary.csv,,approved,Merged from stage glossaries.
Zhiang Xiau Ji,زيانغ شياو جي,اسم الشخصية,19,تقارير_المراجعة_الحوارية/المرحلة_19/dialogue_stage19_glossary.csv,,approved,Merged from stage glossaries.
Zombie,زومبي,اسم الوحش المتداول في ملفات الحزمة,5,تقارير_المراجعة_الحوارية/المرحلة_05/dialogue_stage5_glossary.csv,,approved,Merged from stage glossaries.
